Date,AAPL,MSFT,GOOGL,ORCL,ADBE,CSCO,IBM,TXN,QCOM,INTC,JPM,BAC,WFC,GS,MS,AXP,BLK,SPGI,JNJ,UNH,PFE,MRK,ABT,TMO,LLY,ABBV,HD,MCD,NKE,SBUX,TJX,PG,KO,PEP,WMT,COST,CL,HON,UPS,CAT,BA,LMT,XOM,CVX,DIS,^GSPC
2021-01-04,125.63251495361328,207.5653533935547,85.49297332763672,58.89447021484375,485.3399963378906,37.68981170654297,94.41242980957031,138.4066619873047,131.2849578857422,44.90293884277344,109.00052642822266,26.193614959716797,26.04095458984375,231.925048828125,57.30785369873047,110.07241821289062,620.3013305664062,300.3681335449219,133.62832641601562,317.84674072265625,27.427288055419922,64.9609375,97.86849212646484,464.7391052246094,156.30087280273438,84.73627471923828,228.69155883789062,183.93202209472656,127.10726928710938,90.47737884521484,61.4665412902832,118.96554565429688,44.79277420043945,119.99991607666016,45.34575271606445,358.1080017089844,73.62519836425781,183.1465301513672,127.20987701416016,164.62396240234375,202.72000122070312,295.0563659667969,33.25132751464844,66.63201141357422,172.27198791503906,3700.64990234375
2021-01-05,127.18580627441406,207.76559448242188,86.18241882324219,58.16463851928711,485.69000244140625,37.70695495605469,96.08832550048828,139.4219970703125,134.75933837890625,45.752723693847656,109.59363555908203,26.394229888916016,26.768701553344727,237.1149139404297,58.280731201171875,110.65987396240234,623.5825805664062,296.0417785644531,135.19944763183594,313.5724182128906,27.71042823791504,65.07327270507812,99.07939147949219,470.55059814453125,157.0753173828125,85.61248016357422,230.53720092773438,185.034423828125,128.1324920654297,90.7757568359375,61.38374710083008,119.72516632080078,44.30036544799805,120.35758972167969,45.10436248779297,353.95361328125,73.79108428955078,183.5957489013672,125.43919372558594,165.97061157226562,211.6300048828125,298.60931396484375,34.85380554199219,68.43331146240234,173.0088653564453,3726.860107421875
2021-01-06,122.9045181274414,202.3783721923828,85.3320083618164,58.0255241394043,466.30999755859375,38.06706237792969,98.48783874511719,140.11302185058594,133.66305541992188,46.19568634033203,114.73969268798828,28.04277801513672,28.662588119506836,249.91024780273438,61.79486846923828,114.7535629272461,641.3673095703125,296.41131591796875,136.4716796875,326.7319641113281,27.47199821472168,66.10033416748047,98.87309265136719,477.9281005859375,155.18646240234375,84.87291717529297,231.85438537597656,184.6144256591797,129.14857482910156,91.4339370727539,64.07940673828125,120.9854736328125,42.891048431396484,118.88531494140625,45.385982513427734,348.5654296875,71.80925750732422,186.94252014160156,125.06645202636719,175.20726013183594,211.02999877929688,297.9585876464844,35.7431640625,70.6357650756836,173.6681671142578,3748.139892578125
2021-01-07,127.09844970703125,208.13748168945312,87.88076782226562,58.48921585083008,477.739990234375,38.54717254638672,98.25933074951172,143.28700256347656,137.65023803710938,47.18107223510742,118.50768280029297,28.662076950073242,29.311420440673828,255.24884033203125,62.85160827636719,113.84587097167969,654.8585815429688,296.6005859375,136.93270874023438,331.97027587890625,27.613569259643555,67.41622924804688,99.8328628540039,492.8211975097656,156.612548828125,85.78130340576172,230.7191925048828,185.47195434570312,131.5074920654297,90.69677734375,64.30941772460938,119.8546371459961,42.41560745239258,118.50269317626953,45.38288497924805,346.5871276855469,71.41635131835938,187.25076293945312,123.48207092285156,175.54161071777344,212.7100067138672,293.2669677734375,36.02360916137695,70.96613311767578,173.14459228515625,3803.7900390625
2021-01-08,128.19546508789062,209.4056396484375,89.04418182373047,58.776702880859375,485.1000061035156,38.63291549682617,97.90892791748047,146.0343017578125,138.4812774658203,46.692909240722656,118.63847351074219,28.37422752380371,29.100980758666992,253.87474060058594,63.111602783203125,113.95817565917969,660.1205444335938,294.5996398925781,136.65097045898438,330.47882080078125,27.665725708007812,66.62187194824219,100.11092376708984,504.6116638183594,157.16029357910156,86.23145294189453,233.1714324951172,188.87547302246094,132.77764892578125,92.73271942138672,64.60381317138672,119.8028564453125,43.36647033691406,119.9250259399414,45.3766975402832,348.4899597167969,71.89654541015625,184.9784393310547,123.00838470458984,175.5688018798828,209.89999389648438,287.7450256347656,36.424224853515625,71.64258575439453,173.25123596191406,3824.679931640625
2021-01-11,125.21505737304688,207.3746795654297,86.98677062988281,58.452117919921875,474.239990234375,38.89011764526367,97.9469985961914,146.1622772216797,138.0127410888672,46.59346389770508,120.40904998779297,28.84524917602539,29.14482879638672,257.1567077636719,63.79093551635742,113.28440856933594,669.0479736328125,287.7044677734375,136.07887268066406,328.077880859375,28.142593383789062,68.20256042480469,99.42024993896484,505.64581298828125,175.60475158691406,87.63825225830078,235.0258331298828,187.44056701660156,133.41270446777344,91.7937240600586,62.90178298950195,118.99143981933594,42.61936569213867,118.1866455078125,45.58094787597656,342.9037780761719,71.71318817138672,183.50762939453125,125.7032241821289,175.20726013183594,206.7899932861328,289.09765625,37.52993392944336,72.05162048339844,173.63906860351562,3799.610107421875
2021-01-12,125.04029846191406,204.93373107910156,86.05265045166016,57.88642883300781,471.6499938964844,39.258792877197266,98.42692565917969,147.00692749023438,136.54522705078125,48.13031005859375,122.30177307128906,29.359874725341797,29.758586883544922,264.4908752441406,63.57288360595703,113.80844116210938,678.699462890625,284.69403076171875,135.0200653076172,325.0040588378906,27.702970504760742,66.67001342773438,97.62630462646484,491.2846984863281,168.86163330078125,88.24919128417969,239.44505310058594,185.13946533203125,131.5981903076172,90.23165893554688,62.929378509521484,118.30091857910156,42.5429573059082,117.63764953613281,46.10084915161133,343.0827941894531,71.81797790527344,183.96560668945312,127.2952880859375,178.533203125,208.41000366210938,292.6676940917969,38.363216400146484,73.42028045654297,170.63343811035156,3801.18994140625
2021-01-13,127.06930541992188,206.27816772460938,86.53901672363281,57.55256652832031,472.04998779296875,38.89011764526367,96.6824951171875,146.24755859375,139.17086791992188,51.48424530029297,122.4151611328125,29.1854248046875,29.63583755493164,265.129638671875,63.37159729003906,114.538330078125,680.4534912109375,281.25994873046875,134.815185546875,322.8850402832031,27.464542388916016,66.0682144165039,100.59527587890625,494.1803894042969,175.18919372558594,90.3955307006836,237.46939086914062,185.5681915283203,129.77462768554688,90.2930908203125,62.680973052978516,118.48213958740234,42.58539962768555,118.60256958007812,45.630455017089844,345.6733703613281,72.01876068115234,182.3274688720703,126.67400360107422,177.0419158935547,207.2100067138672,295.7840881347656,38.7958869934082,73.34947204589844,170.75946044921875,3809.840087890625
2021-01-14,125.14708709716797,203.11256408691406,85.730224609375,57.12598419189453,463.2699890136719,38.7100715637207,98.24408721923828,146.50355529785156,142.20323181152344,53.563507080078125,123.13040924072266,29.647716522216797,30.468786239624023,269.4444274902344,64.13479614257812,115.8296890258789,648.8197021484375,275.9691467285156,137.17181396484375,318.78350830078125,27.382583618164062,65.93180084228516,99.10031127929688,489.45257568359375,176.31307983398438,90.78589630126953,232.52154541015625,182.42706298828125,128.19601440429688,89.35409545898438,62.579776763916016,117.22191619873047,41.795841217041016,117.91218566894531,45.48191452026367,341.34002685546875,71.53860473632812,183.7278289794922,126.95360565185547,178.40660095214844,209.91000366210938,297.4535217285156,40.31023025512695,75.1114501953125,168.15133666992188,3795.5400390625
2021-01-15,123.42877960205078,202.75979614257812,85.5667724609375,57.29289627075195,458.0799865722656,38.95013427734375,97.80227661132812,144.3534393310547,138.879150390625,52.053775787353516,120.9236831665039,28.792909622192383,28.092662811279297,263.4406433105469,63.103206634521484,114.30440521240234,635.0841674804688,275.761962890625,136.87298583984375,319.48370361328125,27.34532928466797,66.90267944335938,100.23504638671875,495.5890808105469,180.16627502441406,89.8831558227539,238.80381774902344,183.66075134277344,127.66976928710938,89.80165100097656,62.984580993652344,116.3414535522461,41.34587478637695,117.60440063476562,44.760860443115234,341.1611328125,71.48622131347656,181.40269470214844,123.40445709228516,175.89410400390625,204.32000732421875,297.30792236328125,38.3712272644043,72.43705749511719,166.22190856933594,3768.25
